id,publisher,name,Identity,align,eye,hair,sex,alive,appearances,first_appearance,month,year,date
15840,Marvel,Geyr Kluge (Earth-616),Secret Identity,NA,Blue Eyes,Blond Hair,Male Characters,Living Characters,NA,"1996, April",April,1996,4/1/1996
15841,Marvel,Grundok (Earth-616),NA,NA,NA,Bald,Male Characters,Living Characters,NA,"1996, May",May,1996,5/1/1996
15842,Marvel,Hamish Carlyle (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,NA,"1996, April",April,1996,4/1/1996
15843,Marvel,Iman Dashire (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"1996, April",April,1996,4/1/1996
15844,Marvel,Jane Melville (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"1996, April",April,1996,4/1/1996
15845,Marvel,Jay Burnell (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"1996, December",December,1996,12/1/1996
15846,Marvel,Jonath (Earth-616),Public Identity,Neutral Characters,NA,NA,Male Characters,Living Characters,NA,"1996, February",February,1996,2/1/1996
15847,Marvel,K'illace (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"1996, December",December,1996,12/1/1996
15848,Marvel,K'kkt (Earth-616),NA,Good Characters,NA,NA,NA,Living Characters,NA,"1996, February",February,1996,2/1/1996
15849,Marvel,Kl'rt (Heroes Reborn) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"1996, November",November,1996,11/1/1996
15850,Marvel,Kristine Calverly (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,Living Characters,NA,"1996, December",December,1996,12/1/1996
15851,Marvel,Landar (Earth-616),NA,Good Characters,NA,Purple Hair,Male Characters,Living Characters,NA,"1996, February",February,1996,2/1/1996
15852,Marvel,Mark Randall (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"1996, October",October,1996,10/1/1996
15853,Marvel,Melissa White (Earth-616),Public Identity,NA,NA,Blond Hair,Female Characters,Living Characters,NA,"1996, February",February,1996,2/1/1996
15854,Marvel,Michele Argento (Earth-616),Secret Identity,Good Characters,NA,White Hair,Male Characters,Living Characters,NA,"1996, April",April,1996,4/1/1996
15855,Marvel,Nicholas Blake (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Living Characters,NA,"1996, April",April,1996,4/1/1996
15856,Marvel,Orthus (Heroes Reborn) (Earth-616),Public Identity,Good Characters,Black Eyes,Green Hair,Male Characters,Living Characters,NA,"1996, December",December,1996,12/1/1996
15857,Marvel,Pepper (Salt & Pepper) (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,Living Characters,NA,"1996, May",May,1996,5/1/1996
15858,Marvel,Pulse (Kree Cyborg) (Earth-616),NA,NA,NA,NA,NA,Living Characters,NA,"1996, October",October,1996,10/1/1996
15859,Marvel,Salt (Salt & Pepper) (Earth-616),NA,NA,NA,NA,NA,Living Characters,NA,"1996, May",May,1996,5/1/1996
15860,Marvel,Sentinel (Daria) (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"1996, October",October,1996,10/1/1996
15861,Marvel,Silvie Rouge (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,NA,"1996, April",April,1996,4/1/1996
15862,Marvel,Stenth (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"1996, January",January,1996,1/1/1996
15863,Marvel,Trantor (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"1996, February",February,1996,2/1/1996
15864,Marvel,Vickie White (Earth-616),Public Identity,NA,Blue Eyes,Brown Hair,Female Characters,Living Characters,NA,"1996, February",February,1996,2/1/1996
15865,Marvel,Wrytgrig (Earth-616),NA,NA,NA,Purple Hair,Male Characters,Living Characters,NA,"1996, May",May,1996,5/1/1996
15866,Marvel,Yahnos Tr'morr (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"1996, October",October,1996,10/1/1996
15867,Marvel,Za'ken (Earth-616),NA,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,NA,"1996, May",May,1996,5/1/1996
15868,Marvel,A'yin (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,NA,"1997, March",March,1997,3/1/1997
15869,Marvel,Bruno Hagan (Heroes Reborn) (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"1997, June",June,1997,6/1/1997
15870,Marvel,Colonel St. Lawrence (Earth-616),Public Identity,NA,Blue Eyes,Black Hair,Female Characters,Living Characters,NA,"1997, December",December,1997,12/1/1997
15871,Marvel,D'Gard (Earth-616),Secret Identity,NA,NA,Black Hair,Male Characters,Deceased Characters,NA,"1997, October",October,1997,10/1/1997
15872,Marvel,Frog-Man (Earth-616),Secret Identity,Bad Characters,NA,NA,NA,Living Characters,NA,"1997, April",April,1997,4/1/1997
15873,Marvel,K'toth (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"1997, June",June,1997,6/1/1997
15874,Marvel,Kylie Kopelkin (Earth-616),NA,Bad Characters,NA,NA,Female Characters,Living Characters,NA,"1997, January",January,1997,1/1/1997
15875,Marvel,Megan O'Toole (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Female Characters,Living Characters,NA,"1997, February",February,1997,2/1/1997
15876,Marvel,Molly Peterson (Earth-616),Secret Identity,Bad Characters,NA,NA,Female Characters,Living Characters,NA,"1997, January",January,1997,1/1/1997
15877,Marvel,Ra'al (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Female Characters,Living Characters,NA,"1997, March",March,1997,3/1/1997
15878,Marvel,Shatterhead (Earth-616),NA,Bad Characters,NA,Red Hair,Male Characters,Deceased Characters,NA,"1997, February",February,1997,2/1/1997
15879,Marvel,W'Kandro (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"1997, February",February,1997,2/1/1997
15880,Marvel,Agent 9 (Earth-616),NA,NA,NA,Brown Hair,Male Characters,Deceased Characters,NA,"1998, September",September,1998,9/1/1998
15881,Marvel,Antoro (Earth-616),NA,NA,NA,Blond Hair,Male Characters,Living Characters,NA,"1998, July",July,1998,7/1/1998
15882,Marvel,B'arr (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,NA,"1998, January",January,1998,1/1/1998
15883,Marvel,Brady O'Neil (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Male Characters,Living Characters,NA,"1998, July",July,1998,7/1/1998
15884,Marvel,C'hin (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Bald,Male Characters,Living Characters,NA,"1998, January",January,1998,1/1/1998
15885,Marvel,Chulyen (Earth-616),NA,NA,NA,NA,NA,Living Characters,NA,"1998, July",July,1998,7/1/1998
15886,Marvel,Cleito (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"1998, July",July,1998,7/1/1998
15887,Marvel,Dominique Levant (Earth-616),NA,Bad Characters,NA,Black Hair,Male Characters,Living Characters,NA,"1998, November",November,1998,11/1/1998
15888,Marvel,M'stapha (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,Living Characters,NA,"1998, January",January,1998,1/1/1998
15889,Marvel,Mark Ewing (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"1998, February",February,1998,2/1/1998
15890,Marvel,Mercury (Cerebro's X-Men) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Deceased Characters,NA,"1998, October",October,1998,10/1/1998
15891,Marvel,S'met'kth (Earth-616),NA,NA,NA,NA,NA,Living Characters,NA,"1998, December",December,1998,12/1/1998
15892,Marvel,S'pyke (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"1998, January",January,1998,1/1/1998
15893,Marvel,Sn'Tlo (Earth-616),Secret Identity,Bad Characters,Red Eyes,Variable Hair,Male Characters,Living Characters,NA,"1998, March",March,1998,3/1/1998
15894,Marvel,Tu (Karel's Friend) (Earth-616),NA,Neutral Characters,NA,NA,Male Characters,Living Characters,NA,"1998, August",August,1998,8/1/1998
15895,Marvel,Virginia Romita (Earth-616),NA,Good Characters,NA,NA,Female Characters,Living Characters,NA,"1998, March",March,1998,3/1/1998
15896,Marvel,Worm-Digger (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"1998, November",November,1998,11/1/1998
15897,Marvel,Wynona Wingfoot (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,NA,"1998, January",January,1998,1/1/1998
15898,Marvel,Ajes'ha (Earth-616),No Dual Identity,Good Characters,NA,Blond Hair,Female Characters,Deceased Characters,NA,"1999, July",July,1999,7/1/1999
15899,Marvel,Ce'Athauna Asira Davin (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,NA,"1999, December",December,1999,12/1/1999
15900,Marvel,Colleen O'Shaugnessy (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,NA,"1999, February",February,1999,2/1/1999
15901,Marvel,D'Chel (Earth-616),NA,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,NA,"1999, January",January,1999,1/1/1999
15902,Marvel,Ernesto & Luigi Gambonno (Earth-98121),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,NA,"1999, July",July,1999,7/1/1999
15903,Marvel,Frank Dallas (Earth-616),NA,NA,NA,Brown Hair,Male Characters,Living Characters,NA,"1999, December",December,1999,12/1/1999
15904,Marvel,Joe Spencer (Earth-616),NA,NA,NA,Brown Hair,Male Characters,Living Characters,NA,"1999, December",December,1999,12/1/1999
15905,Marvel,M'Reel (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"1999, September",September,1999,9/1/1999
15906,Marvel,Nathan Paul (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"1999, December",December,1999,12/1/1999
15907,Marvel,Reno (Secret Agent),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,NA,"1999, August",August,1999,8/1/1999
15908,Marvel,Ry'lor (Earth-616),NA,Neutral Characters,NA,NA,Male Characters,Living Characters,NA,"1999, August",August,1999,8/1/1999
15909,Marvel,Steven (Adrienne's husband) (Earth-616),Public Identity,Neutral Characters,NA,NA,Male Characters,Deceased Characters,NA,"1999, August",August,1999,8/1/1999
15910,Marvel,Threnody's child (Earth-616),Secret Identity,Neutral Characters,NA,NA,NA,Living Characters,NA,"1999, December",December,1999,12/1/1999
15911,Marvel,Agitator (Earth-616),NA,NA,NA,NA,NA,Living Characters,NA,"2000, April",April,2000,4/1/2000
15912,Marvel,Archenemy (Earth-616),Secret Identity,Bad Characters,Red Eyes,NA,Male Characters,Living Characters,NA,"2000, December",December,2000,12/1/2000
15913,Marvel,Azazel (Grigori) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,NA,"2000, April",April,2000,4/1/2000
15914,Marvel,Eclecta (Earth-616),Secret Identity,Neutral Characters,NA,Brown Hair,Female Characters,Living Characters,NA,"2000, April",April,2000,4/1/2000
15915,Marvel,Flying Carpet (SHE) (Earth-616),Secret Identity,NA,NA,NA,Male Characters,Deceased Characters,NA,"2000, December",December,2000,12/1/2000
15916,Marvel,Freak (Silvereye) (Earth-616),NA,NA,NA,Bald,Male Characters,Living Characters,NA,"2000, January",January,2000,1/1/2000
15917,Marvel,G'anym (Earth-616),Public Identity,NA,NA,NA,Female Characters,Living Characters,NA,"2000, July",July,2000,7/1/2000
15918,Marvel,Geronimo Crowe (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2000, September",September,2000,9/1/2000
15919,Marvel,John Braddock (Earth-616),NA,NA,NA,Blond Hair,Male Characters,Living Characters,NA,"2000, April",April,2000,4/1/2000
15920,Marvel,Malovick (Earth-616),Secret Identity,Bad Characters,NA,Bald,Male Characters,Living Characters,NA,"2000, April",April,2000,4/1/2000
15921,Marvel,Masahiko (Earth-616),NA,Good Characters,NA,NA,Male Characters,Deceased Characters,NA,"2000, May",May,2000,5/1/2000
15922,Marvel,Max Parrish (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2000, December",December,2000,12/1/2000
15923,Marvel,Obliterator (Alien) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2000, September",September,2000,9/1/2000
15924,Marvel,P'kar (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"2000, October",October,2000,10/1/2000
15925,Marvel,P'krrd (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"2000, July",July,2000,7/1/2000
15926,Marvel,Pyron (Deadair) (Earth-616),Secret Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2000, April",April,2000,4/1/2000
15927,Marvel,R'tee (Earth-616),Public Identity,Good Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2000, February",February,2000,2/1/2000
15928,Marvel,T'Dogo (Heroes Reborn) (Earth-616),NA,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2000, January",January,2000,1/1/2000
15929,Marvel,Why'rion (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2000, November",November,2000,11/1/2000
15930,Marvel,X'Hoss (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2000, May",May,2000,5/1/2000
15931,Marvel,Z'Cann (Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Living Characters,NA,"2000, February",February,2000,2/1/2000
15932,Marvel,Anna Wei (Earth-616),NA,NA,NA,NA,Female Characters,Living Characters,NA,"2001, October",October,2001,10/1/2001
15933,Marvel,Barker (Dog) (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,NA,"2001, June",June,2001,6/1/2001
15934,Marvel,Brutus Klor (Earth-616),NA,Bad Characters,NA,Grey Hair,Male Characters,Living Characters,NA,"2001, February",February,2001,2/1/2001
15935,Marvel,Caleb Tillis (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2001, July",July,2001,7/1/2001
15936,Marvel,Charles Barnabus (Earth-616),Secret Identity,NA,Grey Eyes,Black Hair,Male Characters,Living Characters,NA,"2001, December",December,2001,12/1/2001
15937,Marvel,Claude Unger (Earth-616),Public Identity,NA,NA,Brown Hair,Male Characters,Living Characters,NA,"2001, September",September,2001,9/1/2001
15938,Marvel,Croc (Earth-616),Secret Identity,Neutral Characters,NA,No Hair,Male Characters,Deceased Characters,NA,"2001, August",August,2001,8/1/2001
15939,Marvel,Grace & Mary Mercy (Earth-616),NA,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,NA,"2001, May",May,2001,5/1/2001
15940,Marvel,Hedron theFaceted (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2001, February",February,2001,2/1/2001
15941,Marvel,John (Mutant) (Earth-616),Public Identity,NA,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,NA,"2001, October",October,2001,10/1/2001
15942,Marvel,Karinna Rose (Earth-616),Public Identity,Good Characters,NA,NA,NA,Living Characters,NA,"2001, November",November,2001,11/1/2001
15943,Marvel,Kathleen O'Meara (Earth-616),Public Identity,Good Characters,NA,Brown Hair,Female Characters,Living Characters,NA,"2001, January",January,2001,1/1/2001
15944,Marvel,Kiko Wei (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2001, October",October,2001,10/1/2001
15945,Marvel,Rose O'Hara (Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,Deceased Characters,NA,"2001, November",November,2001,11/1/2001
15946,Marvel,Simian (Earth-616),NA,NA,NA,NA,NA,Deceased Characters,NA,"2001, August",August,2001,8/1/2001
15947,Marvel,Tallibone (Earth-616),NA,NA,NA,Red Hair,Female Characters,Living Characters,NA,"2001, September",September,2001,9/1/2001
15948,Marvel,Viliven (Earth-616),NA,NA,NA,NA,Female Characters,Living Characters,NA,"2001, February",February,2001,2/1/2001
15949,Marvel,Warthog (Earth-616),NA,NA,NA,Brown Hair,Male Characters,Deceased Characters,NA,"2001, August",August,2001,8/1/2001
15950,Marvel,Charles Huckle (Earth-616),NA,NA,NA,Black Hair,Male Characters,Living Characters,NA,"2002, November",November,2002,11/1/2002
15951,Marvel,Kane Tucker (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2002, November",November,2002,11/1/2002
15952,Marvel,Katherine Hahn (Earth-616),NA,NA,NA,Blond Hair,Female Characters,Living Characters,NA,"2002, November",November,2002,11/1/2002
15953,Marvel,N'zyr (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,NA,Female Characters,Living Characters,NA,"2002, May",May,2002,5/1/2002
15954,Marvel,Solomon O'Sullivan (Earth-616),Public Identity,Neutral Characters,NA,Black Hair,Male Characters,Deceased Characters,NA,"2002, August",August,2002,8/1/2002
15955,Marvel,Voletta Todd (Counter-Earth) (Earth-616),NA,NA,NA,NA,Female Characters,Living Characters,NA,"2002, February",February,2002,2/1/2002
15956,Marvel,Yoshi's mother (Earth-616),Secret Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2002, June",June,2002,6/1/2002
15957,Marvel,Barb (Spikes) (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2003, January",January,2003,1/1/2003
15958,Marvel,Brian Swaine (Earth-616),NA,NA,NA,Blond Hair,Male Characters,Living Characters,NA,"2003, February",February,2003,2/1/2003
15959,Marvel,Drang (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2003, May",May,2003,5/1/2003
15960,Marvel,Friederich Krause (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2003, November",November,2003,11/1/2003
15961,Marvel,Hector (Latin Kings) (Earth-616),NA,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,NA,"2003, November",November,2003,11/1/2003
15962,Marvel,Jake Garza (Earth-616),Public Identity,Neutral Characters,Red Eyes,Orange Hair,Male Characters,Living Characters,NA,"2003, August",August,2003,8/1/2003
15963,Marvel,Jeremy Markley (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,NA,"2003, October",October,2003,10/1/2003
15964,Marvel,Josiah's Surrogate Mother (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,NA,"2003, November",November,2003,11/1/2003
15965,Marvel,Le' Sabre (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2003, May",May,2003,5/1/2003
15966,Marvel,Marie D'Ancanto (Earth-616),Public Identity,NA,One Eye,Red Hair,Female Characters,Living Characters,NA,"2003, November",November,2003,11/1/2003
15967,Marvel,Reuben O'Hara (Earth-616),Secret Identity,Good Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2003, March",March,2003,3/1/2003
15968,Marvel,Sturm (Earth-616),Secret Identity,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2003, May",May,2003,5/1/2003
15969,Marvel,Agmarr Slogg (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,NA,"2004, November",November,2004,11/1/2004
15970,Marvel,Carlo Brewster (Earth-616),Secret Identity,Good Characters,Blue Eyes,No Hair,Male Characters,Living Characters,NA,"2004, January",January,2004,1/1/2004
15971,Marvel,Ch'ak (Earth-616),NA,NA,Yellow Eyes,No Hair,Male Characters,Living Characters,NA,"2004, June",June,2004,6/1/2004
15972,Marvel,Chris Reichert (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2004, April",April,2004,4/1/2004
15973,Marvel,D'narda (Earth-616),Secret Identity,NA,Green Eyes,Red Hair,Female Characters,Living Characters,NA,"2004, October",October,2004,10/1/2004
15974,Marvel,Greg Carlson (Earth-616),Secret Identity,Good Characters,NA,Red Hair,Male Characters,Living Characters,NA,"2004, June",June,2004,6/1/2004
15975,Marvel,Hakurei,NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2004, May",May,2004,5/1/2004
15976,Marvel,Jason Reichert (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2004, April",April,2004,4/1/2004
15977,Marvel,Kevin Smith (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2004, April",April,2004,4/1/2004
15978,Marvel,Roy Cook (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2004, April",April,2004,4/1/2004
15979,Marvel,Tuatola T'Tuana Timon (Earth-616),Secret Identity,Bad Characters,NA,Black Hair,Male Characters,Deceased Characters,NA,"2004, May",May,2004,5/1/2004
15980,Marvel,Aragorn (Vatican's Black Knight) (Earth-616),No Dual Identity,NA,NA,White Hair,NA,Deceased Characters,NA,"2005, June",June,2005,6/1/2005
15981,Marvel,Dale Rice (Earth-616),NA,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,NA,"2005, March",March,2005,3/1/2005
15982,Marvel,De'zean (Earth-616),No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,Deceased Characters,NA,"2005, November",November,2005,11/1/2005
15983,Marvel,Dex (Coot's Bluff) (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,NA,"2005, November",November,2005,11/1/2005
15984,Marvel,Eleanor Bishop (Earth-616),Public Identity,Neutral Characters,NA,NA,Female Characters,Deceased Characters,NA,"2005, May",May,2005,5/1/2005
15985,Marvel,Ewa'fareek (Earth-616),No Dual Identity,NA,Red Eyes,No Hair,Male Characters,Living Characters,NA,"2005, November",November,2005,11/1/2005
15986,Marvel,Frankenstein's Monster (Clone) (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2005, December",December,2005,12/1/2005
15987,Marvel,H'Rham (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2005, July",July,2005,7/1/2005
15988,Marvel,K'Shan (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2005, July",July,2005,7/1/2005
15989,Marvel,K'Tyah (Earth-616),Public Identity,Good Characters,NA,Bald,Male Characters,Living Characters,NA,"2005, May",May,2005,5/1/2005
15990,Marvel,Klaw (Ulysses' great-grandfather) (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,NA,"2005, April",April,2005,4/1/2005
15991,Marvel,Lil' Bro (Earth-616),Secret Identity,Neutral Characters,NA,Black Hair,Male Characters,Living Characters,NA,"2005, September",September,2005,9/1/2005
15992,Marvel,Louis Sadler's son (Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Male Characters,Living Characters,NA,"2005, April",April,2005,4/1/2005
15993,Marvel,M'Butu (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,NA,"2005, June",June,2005,6/1/2005
15994,Marvel,M'Shula (Earth-616),Public Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2005, May",May,2005,5/1/2005
15995,Marvel,Matthew Bronleewe (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2005, June",June,2005,6/1/2005
15996,Marvel,Mrs. Altman (Anelle's Nursemaid) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,NA,"2005, December",December,2005,12/1/2005
15997,Marvel,Numara D'athahr (Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,Living Characters,NA,"2005, February",February,2005,2/1/2005
15998,Marvel,Q'Ran (Earth-616),Public Identity,Good Characters,NA,Black Hair,Male Characters,Deceased Characters,NA,"2005, July",July,2005,7/1/2005
15999,Marvel,Richard Chung (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2005, June",June,2005,6/1/2005
16000,Marvel,Ronald Kinney (Earth-616),Secret Identity,Neutral Characters,NA,NA,Male Characters,Deceased Characters,NA,"2005, March",March,2005,3/1/2005
16001,Marvel,S'Yan (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,NA,"2005, May",May,2005,5/1/2005
16002,Marvel,T'Shan (Earth-616),Public Identity,Good Characters,Black Eyes,Bald,Male Characters,Living Characters,NA,"2005, May",May,2005,5/1/2005
16003,Marvel,Titannus (Earth-616),NA,Bad Characters,Green Eyes,No Hair,Male Characters,Living Characters,NA,"2005, January",January,2005,1/1/2005
16004,Marvel,Todd Casey (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2005, June",June,2005,6/1/2005
16005,Marvel,Ya'lont (Earth-616),No Dual Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"2005, February",February,2005,2/1/2005
16006,Marvel,Yuri's stepmother (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,NA,"2005, November",November,2005,11/1/2005
16007,Marvel,Ame-no-minaka-nushi-no-kami (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"2006, July",July,2006,7/1/2006
16008,Marvel,Anissa Dorsey (Earth-616),No Dual Identity,Good Characters,NA,NA,Female Characters,Living Characters,NA,"2006, March",March,2006,3/1/2006
16009,Marvel,Carl Lombardi (Earth-616),Secret Identity,Bad Characters,NA,Brown Hair,Male Characters,Living Characters,NA,"2006, January",January,2006,1/1/2006
16010,Marvel,Dai'andral (Earth-616),Public Identity,Good Characters,White Eyes,NA,Female Characters,Living Characters,NA,"2006, April",April,2006,4/1/2006
16011,Marvel,Eric O'Grady (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters,NA,"2006, December",December,2006,12/1/2006
16012,Marvel,K'Tor (Earth-616),NA,Bad Characters,NA,NA,Male Characters,Living Characters,NA,"2006, November",November,2006,11/1/2006
16013,Marvel,Kal'ti (Earth-616),NA,Good Characters,NA,Black Hair,Female Characters,Living Characters,NA,"2006, November",November,2006,11/1/2006
16014,Marvel,Kerberos (Skrull) (Earth-616),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,NA,"2006, January",January,2006,1/1/2006
16015,Marvel,Kid Clayton (Earth-616),Secret Identity,Good Characters,NA,NA,Male Characters,Deceased Characters,NA,"2006, August",August,2006,8/1/2006
16016,Marvel,Korvus Rook'shir (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,NA,"2006, November",November,2006,11/1/2006
16017,Marvel,Lucius Kleinstein (Earth-616),No Dual Identity,NA,NA,NA,Male Characters,Living Characters,NA,"2006, January",January,2006,1/1/2006
16018,Marvel,Mrs. Munroe (Earth-616),Secret Identity,Good Characters,NA,NA,Female Characters,Deceased Characters,NA,"2006, July",July,2006,7/1/2006
16019,Marvel,N'Ruto (Earth-616),Public Identity,Good Characters,White Eyes,NA,Male Characters,Living Characters,NA,"2006, November",November,2006,11/1/2006
16020,Marvel,Ororo's grandmother (Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Female Characters,Living Characters,NA,"2006, August",August,2006,8/1/2006
16021,Marvel,Otkid the Omnipotent (Earth-616),NA,NA,NA,NA,Male Characters,Living Characters,NA,"2006, December",December,2006,12/1/2006
16022,Marvel,Perry Moore (Earth-616),No Dual Identity,Good Characters,NA,NA,Male Characters,Living Characters,NA,"2006, March",March,2006,3/1/2006
16023,Marvel,R'Kin (Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,Deceased Characters,NA,"2006, June",June,2006,6/1/2006
